rank_GHS_250m,rank_GHS_1km,rank_GPW_30as,fips_state,fips_county,county,countylong,state,stateabb,pop,landarea,popdens,pwpd_GHS_250m,pwpd_GHS_1km,pwpd_GPW_30as,pwpd_GPW_2.5as,pwlogpd_GHS_250m,pwlogpd_GHS_1km,pwlogpd_GPW_30as,pwlogpd_GPW_2.5as,gamma_GHS_250m,gamma_GHS_1km
1435,1017,915,39,33,Crawford,Crawford County,Ohio,OH,41643.95221,1040.619651,40.01841803,945.9371338,558.6368225,637.4875488,256.9231873,6.217399597,5.514145802,5.448202133,4.776128292,0.32506899,0.379436141
1436,1538,1615,13,45,Carroll,Carroll County,Georgia,GA,122908.7629,1292.475864,95.09559627,944.6010132,381.3372725,374.0377197,221.1510925,6.278906822,5.45111045,5.316893578,5.026622772,0.230960324,0.193849875
1437,1675,1687,29,135,Moniteau,Moniteau County,Missouri,MO,15928.62574,1074.917556,14.81846273,944.1194458,344.4320756,354.0018921,75.02062988,5.690794945,4.652559449,4.399526119,3.508224964,0.426536992,0.450719679
1438,1997,2321,51,185,Tazewell,Tazewell County,Virginia,VA,45288.16168,1343.661944,33.70502669,941.1065063,271.6621182,212.8886261,84.3586731,6.08133316,5.048986956,4.685838223,4.085713387,0.334561123,0.289721989
1439,1454,1755,12,45,Gulf,Gulf County,Florida,FL,16433.8057,1433.401108,11.46490373,940.5358276,402.3488069,336.631073,120.5255966,6.203784466,5.28222893,5.023875713,4.087505341,0.439069538,0.489560291
1440,1160,1059,48,17,Bailey,Bailey County,Texas,TX,7375.487345,2141.847187,3.443517068,940.5272217,500.8944503,563.1116333,216.4893951,5.997991085,5.22520741,5.174484253,4.387176037,0.536994999,0.64931892
1441,1094,1218,13,113,Fayette,Fayette County,Georgia,GA,115265.2551,503.43677,228.9567666,939.4326782,526.3779925,497.2059326,343.0558777,6.443295002,5.948470376,5.891287804,5.703587532,0.158258826,0.133808886
1442,2004,2160,26,13,Baraga,Baraga County,Michigan,MI,8892.437938,2326.914366,3.821557883,938.8842163,270.3511621,245.2239532,87.56802368,5.606296539,4.471031705,4.198575497,3.555211544,0.523547398,0.549393658
1443,1335,1349,37,65,Edgecombe,Edgecombe County,North Carolina,NC,55774.12112,1309.064804,42.60608104,938.7196655,438.2087886,453.749054,236.150528,6.334311485,5.429634896,5.213029861,4.673797131,0.309612321,0.324742416
1444,1808,2181,46,102,Oglala Lakota,Oglala Lakota County,South Dakota,SD,14058.87097,5422.402161,2.592738524,938.4055786,315.4228731,239.4619751,72.11811829,5.493775845,4.4426505,3.733277798,2.994924068,0.518603064,0.558389771
1445,1301,1256,42,121,Venango,Venango County,Pennsylvania,PA,52608.12097,1746.388602,30.12394888,938.3902588,448.1353253,485.6551514,166.6319427,6.067473888,5.136664286,4.865375042,4.289933205,0.334868034,0.361642914
1446,1182,1101,17,141,Ogle,Ogle County,Illinois,IL,54194.50635,1964.903717,27.5812529,937.5849609,491.7362785,545.1946411,158.9519348,6.241368771,5.360630876,5.248285294,4.338012218,0.340483432,0.379893292
1447,1830,1879,5,59,Hot Spring,Hot Spring County,Arkansas,AR,33753.51771,1593.594553,21.18074365,937.1636963,308.9952266,301.4113464,133.8708801,5.789221287,4.739223311,4.393948555,3.974972725,0.373115953,0.363483207
1448,1472,1476,40,13,Bryan,Bryan County,Oklahoma,OK,45349.95592,2341.975631,19.3639743,937.0396729,397.9631647,412.7548828,143.4004822,6.101583004,5.093999631,4.741640091,4.12070179,0.368572844,0.389617535
1449,1404,1432,40,121,Pittsburg,Pittsburg County,Oklahoma,OK,46395.96226,3381.281071,13.72141543,936.8955078,414.3408226,426.247406,257.300293,5.945560455,5.100876716,4.861001015,4.340444565,0.3876443,0.419360932
1450,1129,1035,20,125,Montgomery,Montgomery County,Kansas,KS,34951.74999,1666.900087,20.96811336,936.7976074,511.3293523,571.7249756,142.5178375,6.160315037,5.410746363,5.390369892,4.410714149,0.373381649,0.430533923
1451,1551,1707,47,19,Carter,Carter County,Tennessee,TN,57623.64711,883.854966,65.19581756,936.1712646,377.9246052,348.8618164,264.5169373,6.256304264,5.459649838,5.173949718,5.052750587,0.279555445,0.259024692
1452,2217,2585,21,43,Carter,Carter County,Kentucky,KY,28014.12056,1060.587154,26.41378452,935.5316772,229.5793171,164.3040009,65.22175598,5.995790482,4.700754815,4.00436306,3.697046757,0.366808773,0.310390923
1453,1709,1852,26,53,Gogebic,Gogebic County,Michigan,MI,15493.33088,2854.517941,5.427652306,935.1978149,337.3543598,308.6352234,75.10042572,5.806633472,4.896422105,4.587683201,3.718374968,0.477704544,0.519015279
1454,1169,964,26,41,Delta,Delta County,Michigan,MI,36008.29934,3033.137838,11.87163303,934.8933716,496.6833976,604.3861084,329.1163635,6.118116856,5.143256498,4.999839783,4.538043976,0.404693297,0.465714936
1455,1803,1851,29,213,Taney,Taney County,Missouri,MO,58313.12745,1637.832031,35.60385091,934.1677856,316.3983453,308.6850586,155.6325531,6.293911934,5.326764101,5.094118595,4.642254353,0.321101453,0.295164195
1456,1192,1204,50,21,Rutland,Rutland County,Vermont,VT,60161.45546,2408.219235,24.98171868,934.017395,487.8605641,504.436615,256.9608154,6.080659866,5.193936865,4.809109688,4.367731571,0.342922309,0.381664523
1457,1439,1477,42,39,Crawford,Crawford County,Pennsylvania,PA,87406.0867,2621.848897,33.33757594,933.7631226,407.1606631,412.6896667,197.7165375,5.852302074,4.863801035,4.619820595,4.265821934,0.313396431,0.317916504
1458,1913,2371,51,99,King George,King George County,Virginia,VA,27200.00899,465.234034,58.46521751,933.5566406,287.3896278,203.0623932,89.55702209,6.291784286,5.181704562,4.768742561,4.333390713,0.309118607,0.259242386
1459,1313,1437,37,127,Nash,Nash County,North Carolina,NC,99669.5978,1399.742823,71.20565018,932.2047119,443.638795,425.5799255,256.4007568,6.321786404,5.493279716,5.294123173,4.933532238,0.257081962,0.252543826
1460,2204,2130,56,35,Sublette,Sublette County,Wyoming,WY,13352.10661,12655.92903,1.055008019,931.0459595,231.5181203,252.3324432,58.80279922,5.403284073,4.306700511,3.82436657,2.967600107,0.555127837,0.570736571
1461,2231,2186,54,77,Preston,Preston County,West Virginia,WV,35546.57029,1680.419586,21.15338966,930.9962769,226.0633749,238.8227386,57.92111969,5.575575352,4.438399604,4.094198704,3.58663702,0.371203106,0.318982012
1462,1751,2014,47,155,Sevier,Sevier County,Tennessee,TN,99532.953,1534.538395,64.8618199,930.5843506,327.9074016,272.0649414,172.3793182,6.24703455,5.366519107,5.12369585,4.856792927,0.263042797,0.220893598
1463,1403,1595,50,25,Windham,Windham County,Vermont,VT,43312.67786,2034.457838,21.28954312,930.5734863,414.7477996,379.5132141,131.440033,5.813284874,4.77339324,4.317113876,3.843665361,0.361696013,0.389795299
1464,1520,1596,42,109,Snyder,Snyder County,Pennsylvania,PA,40078.64428,851.544549,47.06582214,930.3234863,386.1945666,378.7678528,162.4006653,5.999885559,5.042778067,4.856622219,4.484412193,0.312601947,0.311957617
1465,943,820,48,487,Wilbarger,Wilbarger County,Texas,TX,12870.71195,2514.738098,5.118112282,929.7079468,593.4709521,694.4753418,262.2654419,6.33150816,5.709369007,5.637107372,4.910794735,0.490677785,0.607056036
1466,890,1045,51,735,Poquoson,Poquoson city,Virginia,VA,11568.52502,39.837595,290.392154,929.6921997,624.4031578,567.9724121,496.3019409,6.67297411,6.281608954,6.21360445,6.011571884,0.170453947,0.207762072
1467,2360,2869,37,113,Macon,Macon County,North Carolina,NC,35800.7931,1335.344512,26.81015482,929.5084839,208.4336965,115.97509,85.8741684,5.746537685,4.756168491,4.148596287,3.975019932,0.355763387,0.284959851
1468,1425,1248,30,85,Roosevelt,Roosevelt County,Montana,MT,10088.37175,6098.39168,1.654267598,929.0369263,408.7093271,487.7061768,136.5970764,5.884528637,4.918266677,4.850624561,3.799859285,0.549943159,0.632146017
1469,1230,1263,27,49,Goodhue,Goodhue County,Minnesota,MN,45769.50074,1959.861773,23.35343307,929.0213623,475.4499335,483.2738037,190.1621704,6.187507629,5.249784326,5.037065029,4.308904171,0.353787347,0.397528687
1470,2000,2198,28,137,Tate,Tate County,Mississippi,MS,30463.3986,1048.332513,29.05890853,928.550293,271.2337949,236.171463,89.49942017,6.097392082,4.833941147,4.256427288,3.81547308,0.355995558,0.32116034
1471,1462,1499,49,47,Uintah,Uintah County,Utah,UT,36867.75262,11609.31951,3.175703156,928.2393188,400.2124282,404.5011292,185.7225037,6.184979439,5.302278913,5.022377491,4.556918144,0.468333401,0.516740596
1472,1145,801,48,195,Hansford,Hansford County,Texas,TX,5692.345631,2382.296646,2.38943611,927.72229,506.9362974,708.302124,137.4425201,6.229747295,5.445696491,5.521901608,4.113982201,0.565392954,0.688972707
1473,1307,1528,22,63,Livingston,Livingston Parish,Louisiana,LA,149576.4048,1678.761759,89.09924471,927.4534912,445.49053,396.2514954,245.7241821,6.396813393,5.687470288,5.444274426,5.098623276,0.229716953,0.216733899
1474,1148,1246,48,277,Lamar,Lamar County,Texas,TX,50001.00542,2349.626845,21.28040268,927.3087158,504.2565525,488.3985291,193.6541748,6.183240414,5.359020754,4.980663776,4.35021162,0.358355083,0.40779358
1475,1281,1258,18,109,Morgan,Morgan County,Indiana,IN,68631.31204,1045.940869,65.61681838,927.2121582,455.4552844,484.9224548,170.0624695,6.22556448,5.394428114,5.28853941,4.673417091,0.271124184,0.278664875
1476,1016,874,8,89,Otero,Otero County,Colorado,CO,17946.56345,3268.424427,5.49089136,926.4777832,558.9660112,664.7797241,172.0774231,6.243105888,5.519008957,5.555132866,4.519513607,0.472011579,0.571300283
1477,1743,1450,46,41,Dewey,Dewey County,South Dakota,SD,4622.978692,5963.417247,0.775223081,926.2648315,330.0840743,421.1961365,49.29412079,5.274997234,4.238358846,3.932099581,2.270256758,0.611956088,0.696384908
1478,1383,1233,48,47,Brooks,Brooks County,Texas,TX,6826.551168,2443.277014,2.794014403,924.9378662,418.8990326,492.1971741,193.049118,6.265633106,5.356646482,5.306174278,4.628812313,0.549091011,0.64223679
1479,1744,1790,36,3,Allegany,Allegany County,New York,NY,47678.11457,2666.029673,17.88356486,924.6794434,329.8859587,326.5135498,65.25285339,5.566022873,4.615929797,4.294583797,3.536447048,0.369489266,0.369515362
1480,1018,958,16,31,Cassia,Cassia County,Idaho,ID,23381.15394,6644.897847,3.518662662,924.6327515,558.3401151,606.9639893,171.7292175,5.994116783,5.027742537,4.867442131,4.014531612,0.48080659,0.575677679
1481,1251,1241,21,145,McCracken,McCracken County,Kentucky,KY,65146.00047,644.190803,101.1284237,922.9986572,468.6016031,490.2988586,302.6517334,6.393409729,5.720685217,5.647173882,5.308612347,0.239623333,0.237069096
1482,1312,1446,45,3,Aiken,Aiken County,South Carolina,SC,167802.6762,2773.048987,60.51197689,922.9610596,443.6492485,423.2634583,265.803894,6.37121439,5.587030037,5.38726759,5.057966709,0.254562479,0.251295114
1483,1467,1714,33,19,Sullivan,Sullivan County,New Hampshire,NH,45176.49722,1392.231686,32.44897934,922.5570679,398.5978737,345.6098633,126.8422012,5.960922718,5.020658163,4.642776966,4.145216942,0.334686714,0.346512055
1484,1543,1599,36,33,Franklin,Franklin County,New York,NY,51399.79496,4219.6442,12.18107322,922.555603,379.5953678,377.6625977,118.4764633,5.959767342,4.942557456,4.577291489,3.953727961,0.389608187,0.412005988
1485,1615,1742,12,89,Nassau,Nassau County,Florida,FL,81891.33678,1680.074659,48.7426772,922.2294922,362.1515751,339.8543701,229.8479614,6.382535934,5.493076947,5.20118475,4.84322691,0.288318689,0.270044114
1486,1290,1416,48,131,Duval,Duval County,Texas,TX,11213.93774,4645.084675,2.414151414,922.1593628,452.5764406,431.9715576,45.64823532,5.86206007,5.122460676,4.92863369,2.881670237,0.531039639,0.619834028
1487,2239,2145,1,87,Macon,Macon County,Alabama,AL,20076.23521,1576.855716,12.73181497,922.1057739,224.2763804,249.9520264,97.52461243,5.610144615,4.564252803,4.200146198,3.700339794,0.422748057,0.389610468
1488,1494,1511,54,97,Upshur,Upshur County,West Virginia,WV,24440.85313,918.506902,26.60932986,920.3301392,391.9257635,401.7754517,187.4375305,5.755067825,4.848788757,4.510296345,4.236718178,0.369246425,0.394241438
1489,1357,1239,56,29,Park,Park County,Wyoming,WY,29218.96367,17972.02772,1.625802282,920.0890503,428.1302004,490.4644165,179.666687,5.95854187,5.052491378,4.848241329,4.124094486,0.504290739,0.568915949
1490,1000,947,20,59,Franklin,Franklin County,Kansas,KS,26314.53499,1480.882184,17.76949934,919.8479004,564.608787,617.2806396,276.0063171,6.000667095,5.18123341,5.071907043,4.381442547,0.391682563,0.473762096
1491,1158,939,17,39,De Witt,De Witt County,Illinois,IL,16275.83637,1029.678329,15.80671935,918.8966675,501.7230043,622.0238037,143.68927,6.114395142,5.269765868,5.266341209,4.111515045,0.418424398,0.498430474
1492,1329,1279,39,27,Clinton,Clinton County,Ohio,OH,43016.19231,1058.489018,40.6392429,918.706543,439.6971367,476.8782654,162.5010376,6.135894775,5.233350286,5.029276371,4.431768894,0.321747436,0.341922404
1493,1460,1593,41,31,Jefferson,Jefferson County,Oregon,OR,23081.90071,4615.977076,5.000436598,917.7258911,401.0270966,379.7210083,94.07407379,6.104273319,5.190673622,4.858136654,3.919695854,0.465337287,0.519658512
1494,1098,1043,31,33,Cheyenne,Cheyenne County,Nebraska,NE,9985.564463,3098.367766,3.222846743,917.0065918,525.8017309,568.7935181,221.0845337,5.951841354,5.197862585,5.112611771,4.17081213,0.52273575,0.63377201
1495,1415,1282,36,99,Seneca,Seneca County,New York,NY,36847.29759,838.403628,43.9493537,916.8853149,411.1515572,476.1138306,365.9563293,6.081228733,5.099128104,5.073058128,4.959088326,0.322213534,0.332158375
1496,1459,968,48,69,Castro,Castro County,Texas,TX,7888.671393,2316.600395,3.405279309,916.5991821,401.0607954,602.94104,131.4716339,5.901734352,4.924963797,5.006576061,3.7633636,0.53203171,0.615497505
1497,1311,1322,41,13,Crook,Crook County,Oregon,OR,21735.61204,7715.390842,2.817175758,916.1871948,444.550155,463.9451294,257.494812,6.009218216,5.17115881,4.766531944,4.268950939,0.49346645,0.565450072
1498,1050,1125,51,690,Martinsville,Martinsville city,Virginia,VA,12564.45847,28.37661,442.7751754,915.8294067,549.8735162,538.1367798,353.6496277,6.622252464,6.232055579,6.200220108,5.853218555,0.11432845,0.064750238
1499,1421,1617,37,159,Rowan,Rowan County,North Carolina,NC,141257.0883,1324.727249,106.6310733,915.5042725,409.9358422,373.5184021,259.0175781,6.37625885,5.560041572,5.375144482,5.194149017,0.215909189,0.187318521
1500,1918,2226,51,15,Augusta,Augusta County,Virginia,VA,78083.15653,2504.708348,31.17455036,915.3955688,286.0265595,232.0995178,105.7050247,6.070473194,4.983736898,4.604400158,4.282495499,0.31946954,0.283222989
1501,2050,2200,13,193,Macon,Macon County,Georgia,GA,15101.59717,1037.709939,14.55281154,914.0123901,260.2076505,235.9414368,64.74266815,5.902012348,4.758829093,4.449570656,3.609197378,0.427078772,0.415232629
1502,1259,1136,18,31,Decatur,Decatur County,Indiana,IN,26063.64955,964.946132,27.01047103,913.9567261,464.945638,534.8814087,212.6579285,6.037974358,5.104633981,4.985127926,4.311536789,0.364762488,0.414095744
1503,1770,1634,54,99,Wayne,Wayne County,West Virginia,WV,42452.31065,1310.550727,32.39272603,912.5901489,325.0420454,367.7422791,181.3968048,5.917598248,5.007341107,4.736436367,4.424872875,0.336662057,0.321253208
1504,1501,1608,37,107,Lenoir,Lenoir County,North Carolina,NC,58227.57197,1033.630022,56.33308895,912.4666138,390.2437523,376.1577454,196.0162964,6.244991302,5.317112663,5.094499111,4.661011696,0.285621045,0.278855534
1505,1378,1338,55,21,Columbia,Columbia County,Wisconsin,WI,57985.23286,1982.756265,29.24476088,911.5058594,420.2460975,457.7301636,120.3152008,6.144453526,5.143602837,5.023523331,4.206795216,0.330747802,0.351034598
1506,1761,2083,48,185,Grimes,Grimes County,Texas,TX,28155.55073,2039.529235,13.80492628,911.3679199,326.4849535,259.9066467,70.26818085,5.967458248,4.8491471,4.099866867,3.442601442,0.403711303,0.415113054
1507,1201,1112,32,1,Churchill,Churchill County,Nevada,NV,25076.77621,12821.78522,1.955794437,911.1099854,484.4183976,540.8022461,280.4513855,6.095391273,5.417159925,5.271838665,4.784100533,0.502288442,0.582747672
1508,1178,803,32,21,Mineral,Mineral County,Nevada,NV,4582.346258,9719.815181,0.471443764,909.4495239,493.4187567,708.0639038,70.39508057,6.289865017,5.488696341,5.523080826,3.647796869,0.632788552,0.757283035
1509,2205,2319,13,91,Dodge,Dodge County,Georgia,GA,23235.15513,1284.521385,18.08857011,909.2442017,231.4868425,213.0040131,92.95511627,5.524297714,4.530955228,4.157020569,3.694756269,0.395480085,0.356131937
1510,1150,1061,46,79,Lake,Lake County,South Dakota,SD,11054.27989,1457.881926,7.582424676,909.0091553,504.0833967,561.5420532,161.6484528,5.819302559,4.925992354,4.871949673,3.82784915,0.475940544,0.57612334
1511,1470,1419,55,17,Chippewa,Chippewa County,Wisconsin,WI,65008.97907,2611.62848,24.89212366,903.3964233,398.2255148,431.6652832,218.0163116,6.05455637,5.067668067,4.864884853,4.350421906,0.336412052,0.352384652
1512,1398,1426,35,17,Grant,Grant County,New Mexico,NM,28504.7696,10259.47513,2.778384786,903.1322021,415.6928113,428.66922,172.9248047,6.151779175,5.260262389,5.02606535,4.270816326,0.481661304,0.542236915
1513,1197,1261,48,449,Titus,Titus County,Texas,TX,34321.27684,1051.697794,32.63416262,902.3911133,485.6310018,483.7521057,201.1704865,6.167375565,5.305866817,5.01935482,4.549230576,0.341146946,0.388046407
1514,1748,1925,13,171,Lamar,Lamar County,Georgia,GA,19484.94475,475.264443,40.99811176,902.1282959,328.7868136,291.3095703,137.5088654,5.91816473,4.937783071,4.664458275,4.331676006,0.346309103,0.337755839
1515,2415,2443,8,19,Clear Creek,Clear Creek County,Colorado,CO,8923.066357,1023.234039,8.720454966,901.5142822,199.3920296,187.6287231,39.25802231,5.681396484,4.614306045,4.469601631,3.250553131,0.47826935,0.4515548
1516,1040,984,19,15,Boone,Boone County,Iowa,IA,25987.81559,1480.329,17.55543233,901.260376,552.3162041,594.2247314,247.1534729,6.12313509,5.376639391,5.231203079,4.499314308,0.390504898,0.472431233
1517,1163,1113,18,33,DeKalb,DeKalb County,Indiana,IN,43098.68382,939.731962,45.86274126,900.9227295,498.9305542,540.4481201,163.7497101,6.157698631,5.333511728,5.216716766,4.469807625,0.310647374,0.34866421
1518,1071,954,20,171,Scott,Scott County,Kansas,KS,4798.005588,1858.536839,2.581603704,899.9004517,540.678128,609.2281494,148.7781677,5.927580833,5.23100259,5.217216015,3.992828369,0.568339468,0.709980941
1519,2223,2593,21,193,Perry,Perry County,Kentucky,KY,27942.87204,879.818914,31.7597992,899.3710327,227.2740727,162.4466553,72.64706421,5.906857491,4.70938482,4.192037582,3.839509487,0.349559178,0.290271055
1520,1436,1534,1,15,Calhoun,Calhoun County,Alabama,AL,119257.6025,1569.195268,75.99921116,899.0084229,407.6118006,394.5951843,227.9205627,6.351813316,5.573267996,5.414831161,5.033232689,0.242380428,0.228257633
1521,2466,2871,22,37,East Feliciana,East Feliciana Parish,Louisiana,LA,19351.55276,1174.307281,16.47912184,899.0066528,190.7558451,115.7038803,37.42365265,5.780501842,4.463933513,3.78439188,3.28387022,0.405388409,0.346455831
1522,1469,1356,55,81,Monroe,Monroe County,Wisconsin,WI,46347.75686,2333.329706,19.86335525,898.6831665,398.2360571,451.6563416,187.9648438,6.06654501,4.940999451,4.663926125,4.093998909,0.362341871,0.386608434
1523,1512,1581,28,53,Humphreys,Humphreys County,Mississippi,MS,8458.180571,1083.94728,7.803129107,897.0045776,387.9914755,382.5595703,121.3670807,5.950496674,4.980925767,4.812302589,3.777381182,0.485682544,0.558994672
1524,1269,1436,48,435,Sutton,Sutton County,Texas,TX,4104.925776,3765.674776,1.090090361,896.4091797,460.8565598,425.8426208,153.8708801,6.099234581,5.327215194,4.944681644,4.20524168,0.609650048,0.734401207
1525,1767,2148,37,37,Chatham,Chatham County,North Carolina,NC,71902.58571,1765.64843,40.72304797,896.3735962,326.1200925,249.4642792,119.6081467,6.098598003,5.03412691,4.541124344,4.254742146,0.302414503,0.278276542
1526,1103,1062,19,63,Emmet,Emmet County,Iowa,IA,9865.769574,1025.34933,9.621861823,896.3602295,522.8399258,561.3433228,126.9962845,6.105537891,5.253454485,5.196527958,4.055046558,0.467263058,0.576281461
1527,1505,1529,17,33,Crawford,Crawford County,Illinois,IL,19316.32308,1149.031255,16.81096401,895.8889771,389.7063088,396.0628052,89.16856384,5.837990284,4.948495346,4.714465141,3.734279394,0.404962479,0.446077383
1528,1515,1686,12,93,Okeechobee,Okeechobee County,Florida,FL,41856.41213,1992.107752,21.01111855,895.489502,387.3948279,354.2468262,188.1212921,6.411593437,5.519907937,5.036112785,4.547634125,0.361971829,0.383626747
1529,1741,1626,36,123,Yates,Yates County,New York,NY,25727.37141,875.801459,29.37580333,894.2074585,330.6280261,370.3959656,95.64050293,5.695374012,4.574830648,4.432374001,3.897622108,0.358511738,0.357309641
1530,1226,1010,19,137,Montgomery,Montgomery County,Iowa,IA,10168.01217,1098.405773,9.257063669,893.9953003,476.3538373,580.6276855,188.2406006,5.917672157,5.101624187,5.054289341,4.209813118,0.467734908,0.562837855
1531,1620,1973,1,83,Limestone,Limestone County,Alabama,AL,92241.46664,1450.277886,63.60261542,892.9462891,360.4873097,280.9099121,159.1989594,6.236720562,5.277631534,5.018488884,4.630255699,0.262982703,0.238313025
1532,1229,1223,40,115,Ottawa,Ottawa County,Oklahoma,OK,31086.48545,1219.409732,25.49305999,891.0348511,475.5518411,495.5638733,135.6549225,6.055996418,5.203335077,5.00685215,4.181283951,0.360368228,0.411767426
1533,1473,1673,22,105,Tangipahoa,Tangipahoa Parish,Louisiana,LA,131659.0449,2049.482871,64.24012942,890.4597168,397.8944072,359.3143005,229.3341522,6.297749519,5.464944876,5.2023139,4.938986301,0.252888034,0.239144472
1534,1532,1514,23,11,Kennebec,Kennebec County,Maine,ME,123917.3623,2246.734973,55.15441911,890.203125,382.9445193,401.2501831,221.6381683,6.19387579,5.197110034,4.884371281,4.63388586,0.265436691,0.251094294
1535,1804,1715,13,173,Lanier,Lanier County,Georgia,GA,11507.58169,509.026287,22.60704797,890.1725464,316.1911213,345.5622864,82.53166962,6.131750584,5.0082019,4.709222794,3.759507418,0.405645141,0.423278825
1536,2434,2834,54,5,Boone,Boone County,West Virginia,WV,23592.55217,1298.967362,18.16254424,890.0524292,195.9300724,122.0167847,49.72812271,6.123353481,4.751480722,3.970315456,3.462029696,0.390056463,0.33174621
1537,1213,1185,53,9,Clallam,Clallam County,Washington,WA,74611.06188,4503.168731,16.56856901,889.8642578,480.73822,512.7468872,302.8001404,6.203054905,5.586764965,5.528660774,5.106306076,0.356220082,0.400332929
1538,1118,1083,19,123,Mahaska,Mahaska County,Iowa,IA,21949.34291,1478.517367,14.84550902,889.1478882,517.0427037,553.956543,209.6363983,5.988986969,5.189154393,5.051537037,4.354006767,0.404953288,0.4864403
1539,1819,2120,36,105,Sullivan,Sullivan County,New York,NY,78494.45543,2507.463739,31.30432325,888.1157227,311.8781739,254.9376221,98.55993652,5.902739525,4.851333871,4.488914967,4.029875278,0.315393152,0.293707485
1540,1695,1771,4,17,Navajo,Navajo County,Arizona,AZ,111742.9912,25770.51798,4.336078589,887.3186646,340.2091134,332.9513245,97.42586517,5.711470604,4.83391728,4.667966843,3.746423244,0.41159425,0.429516188
1541,1198,1121,49,41,Sevier,Sevier County,Utah,UT,21628.58012,4948.000018,4.371176241,886.305603,485.4683408,538.5870972,128.9726715,6.335414886,5.586644993,5.60720253,4.337430954,0.470915649,0.553688327
1542,894,929,20,151,Pratt,Pratt County,Kansas,KS,9555.217711,1903.740948,5.01917959,885.3197632,621.7239589,624.87146,233.5355072,5.955994129,5.330202137,5.248977184,4.379526615,0.500908406,0.638175344
1543,1492,1773,49,29,Morgan,Morgan County,Utah,UT,10807.74544,1577.739404,6.850146111,884.8769531,392.5282255,332.664032,92.3035965,6.318552494,5.429665437,4.931203365,4.062077045,0.479619127,0.549765999
1544,1465,1507,37,83,Halifax,Halifax County,North Carolina,NC,52912.40646,1874.472932,28.22788506,884.8272095,398.8649966,402.4998169,173.3428802,6.193881989,5.279749427,4.9659729,4.381986618,0.334534078,0.351417674
1545,1199,990,31,137,Phelps,Phelps County,Nebraska,NE,8773.547971,1398.0486,6.275567224,884.3597412,485.178068,591.0649414,113.4886551,5.934096336,5.072774793,5.118667126,3.797033548,0.493395268,0.600297189
1546,1191,1132,55,141,Wood,Wood County,Wisconsin,WI,73411.68399,2053.901351,35.74255597,883.6871338,488.161797,536.4901733,236.6932068,6.180639744,5.439066342,5.369701862,4.72582674,0.308294412,0.342747444
1547,1257,1075,19,149,Plymouth,Plymouth County,Iowa,IA,24629.55444,2234.715215,11.02133922,883.1895142,465.4221776,556.7919922,109.321373,5.988568306,4.979743135,4.89195776,3.928824186,0.417457069,0.485370219
1548,1773,1984,35,59,Union,Union County,New Mexico,NM,4675.113287,9906.866302,0.471906367,882.9029541,321.3877827,278.5349121,71.62643433,5.233214378,4.33121252,3.776815176,2.741153955,0.628912827,0.709013686
1549,1920,2237,36,31,Essex,Essex County,New York,NY,39038.61307,4646.744234,8.401282943,882.4344482,285.8018373,229.2171936,68.87253571,5.809378624,4.720065957,4.182709694,3.487674952,0.414179895,0.417686737
1550,1330,1438,47,45,Dyer,Dyer County,Tennessee,TN,38214.45819,1326.983955,28.7979806,881.9800415,439.2735268,425.0367432,152.3187408,6.207730293,5.387376809,5.151703358,4.488209248,0.342760802,0.378938168
1551,1188,1085,55,45,Green,Green County,Wisconsin,WI,37394.84577,1512.667089,24.72113398,881.4020386,490.6379627,552.1395874,231.0557404,6.053298473,5.112308288,4.964158535,4.319441795,0.352165078,0.408112421
1552,2088,2223,36,25,Delaware,Delaware County,New York,NY,47698.75198,3735.857754,12.76781803,880.9997559,252.9664929,232.5503082,60.1151886,5.472914219,4.347442173,3.867852211,3.257030249,0.385370551,0.363047202
1553,1613,1883,37,85,Harnett,Harnett County,North Carolina,NC,127429.891,1541.100224,82.68760789,880.2348633,362.3704825,300.6744995,162.6910706,6.259382248,5.397002644,5.092653751,4.771797657,0.233882759,0.201300637
1554,2220,2259,36,95,Schoharie,Schoharie County,New York,NY,33033.03072,1610.503569,20.51099504,880.1755981,228.9908026,225.5887604,65.38248444,5.398085594,4.335666311,3.995358706,3.502377748,0.370066822,0.32673646
1555,1236,1309,22,1,Acadia,Acadia Parish,Louisiana,LA,62873.75319,1696.880727,37.05254718,879.7364502,472.9830168,467.8820801,186.249527,6.142473698,5.321604272,5.107495785,4.605962276,0.310333112,0.342460337
1556,1225,1116,20,29,Cloud,Cloud County,Kansas,KS,9084.814224,1852.72665,4.903483319,878.6459351,476.3936005,539.5635376,128.5120239,5.909174919,5.157584902,5.134316921,3.855285406,0.503685468,0.608193376
1557,1738,1779,22,39,Evangeline,Evangeline Parish,Louisiana,LA,32681.52097,1715.558149,19.05008057,878.4714966,331.5726675,330.3747253,122.9917831,5.945997238,4.991953056,4.615991116,3.92961359,0.37413791,0.383588863
1558,1435,1508,33,1,Belknap,Belknap County,New Hampshire,NH,61858.16899,1040.771458,59.43492062,878.3853149,407.6714936,402.4494324,196.9277039,6.153059006,5.225165178,5.017084122,4.608704567,0.277571236,0.277152855
1559,1777,1819,54,19,Fayette,Fayette County,West Virginia,WV,44133.34634,1713.569366,25.75521436,878.1680298,321.0132805,318.2359009,128.7515411,6.103867054,5.106035148,4.750645638,4.094781876,0.344248582,0.338803692
