rank_GHS_250m,rank_GHS_1km,rank_GPW_30as,fips_state,fips_county,county,countylong,state,stateabb,pop,landarea,popdens,pwpd_GHS_250m,pwpd_GHS_1km,pwpd_GPW_30as,pwpd_GPW_2.5as,pwlogpd_GHS_250m,pwlogpd_GHS_1km,pwlogpd_GPW_30as,pwlogpd_GPW_2.5as,gamma_GHS_250m,gamma_GHS_1km
2594,2497,2453,47,17,Carroll,Carroll County,Tennessee,TN,28003.9451,1547.925981,18.09126886,496.9810181,186.9720086,185.3864899,65.02156067,5.222874641,4.306079466,4.053380966,3.516119242,0.328193994,0.317989656
2595,2852,2745,23,9,Hancock,Hancock County,Maine,ME,55178.01164,4110.637088,13.42322624,496.491394,136.8758329,137.16745,51.72291183,5.574654102,4.287261182,3.879903555,3.481463432,0.325459294,0.279052358
2596,2092,1723,30,71,Phillips,Phillips County,Montana,MT,4043.806757,13313.77723,0.303730991,496.0171509,252.1468278,344.1303101,45.19952393,4.638591766,3.761059633,3.48630476,2.169670343,0.602915447,0.707796109
2597,2742,2794,48,175,Goliad,Goliad County,Texas,TX,7169.009353,2206.69861,3.248748751,495.6799011,151.5854738,129.8377228,30.83751488,5.226840496,4.037046505,3.052590609,2.419343472,0.478597588,0.499123721
2598,2391,2878,6,105,Trinity,Trinity County,California,CA,14066.67294,8234.265082,1.708309461,494.9578247,202.4266611,114.6636581,50.65371704,4.834168434,3.892881078,3.365041256,2.709701777,0.48099396,0.529596488
2599,2260,2254,20,85,Jackson,Jackson County,Kansas,KS,13631.05962,1699.600349,8.020155814,494.3562927,220.4169151,226.5850067,49.89271545,5.018845558,4.004710101,3.709218502,2.939862728,0.402729702,0.445482234
2600,3041,2854,21,143,Lyon,Lyon County,Kentucky,KY,8320.995939,553.848612,15.02395376,494.1177673,101.7041299,118.2810364,41.70183945,5.446638584,4.123347408,3.953796864,3.436405182,0.383976921,0.30274734
2601,2735,2827,1,99,Monroe,Monroe County,Alabama,AL,22014.99271,2656.46966,8.28731193,493.8638306,152.8326987,123.9398651,65.08080292,5.392082691,4.288453491,3.743036747,3.303234339,0.382592725,0.369652425
2602,2866,2877,28,139,Tippah,Tippah County,Mississippi,MS,22662.07555,1185.754629,19.11194356,493.6705017,134.8757388,115.1075058,56.36223984,5.410963058,4.224737386,3.742714882,3.403159142,0.329923063,0.276067147
2603,2361,2506,13,143,Haralson,Haralson County,Georgia,GA,30402.74167,730.804591,41.60173875,493.6480103,208.3109408,176.5417786,104.3133698,5.729455948,4.79216391,4.458323479,4.149442196,0.264847353,0.244290903
2604,2258,2464,5,29,Conway,Conway County,Arkansas,AR,21415.60248,1430.388148,14.97188194,493.2335815,220.5831718,183.9290161,83.67127991,5.509242535,4.419505392,3.955000401,3.567504883,0.347484796,0.37024657
2605,2747,2802,12,75,Levy,Levy County,Florida,FL,43901.00289,2896.18301,15.15822817,491.2655334,150.9433552,128.0478821,58.81806946,5.603358746,4.557050878,4.149045467,3.634198666,0.323590308,0.288334988
2606,2657,2723,1,127,Walker,Walker County,Alabama,AL,64894.06276,2048.686078,31.67594267,491.133606,164.3051612,142.0047607,77.59029388,5.730759144,4.614230175,4.265730381,3.956620693,0.264032776,0.215892183
2607,2336,2073,26,153,Schoolcraft,Schoolcraft County,Michigan,MI,8195.857922,3035.145674,2.700317811,491.119751,210.8153504,262.0950317,130.0031738,5.273934364,4.196797462,3.898144484,3.325489044,0.482129347,0.543477821
2608,2133,1929,19,195,Worth,Worth County,Iowa,IA,7608.943594,1036.314923,7.342308236,491.0859375,244.6653519,290.6581116,47.46246338,5.317093849,4.180880011,4.030827522,2.948306322,0.435407377,0.504972318
2609,2187,2136,19,161,Sac,Sac County,Iowa,IA,9763.010244,1489.300198,6.555434731,490.5122375,234.504489,251.227066,32.320755,5.396632671,4.354751825,4.161808014,2.869309187,0.429002398,0.489618139
2610,2048,1946,29,13,Bates,Bates County,Missouri,MO,17327.88967,2167.029202,7.99614959,490.3337708,260.2958969,286.1538086,52.03515625,5.155538559,4.258680518,3.944490433,3.051769495,0.395393922,0.453431574
2611,3011,3040,23,15,Lincoln,Lincoln County,Maine,ME,34401.87163,1180.688991,29.13711561,489.9772339,108.2931172,78.86756134,44.96121979,5.507091522,4.220751303,3.775173903,3.576376915,0.286336406,0.185588915
2612,2679,2404,42,67,Juniata,Juniata County,Pennsylvania,PA,24915.09946,1013.695972,24.57847337,489.6899109,160.9879917,196.7120209,66.94035339,5.613190651,4.428027545,4.1073699,3.712468624,0.306983868,0.271544789
2613,2949,3003,29,223,Wayne,Wayne County,Missouri,MO,13359.82227,1966.281378,6.794461065,489.6521606,118.9123128,86.28618622,27.45430946,4.844061852,3.745625512,3.103946447,2.56898427,0.411823018,0.377415162
2614,2668,2741,51,83,Halifax,Halifax County,Virginia,VA,35532.85264,2117.913131,16.77729465,489.1632385,162.7118822,137.5403595,63.50455856,5.163862228,4.122351742,3.672377586,3.377167702,0.323849827,0.296670051
2615,2748,2686,13,133,Greene,Greene County,Georgia,GA,16811.21062,1004.043243,16.74351253,488.5474548,150.7271649,147.8257599,58.28517914,5.494038582,4.314393861,4.006536484,3.494749546,0.348970304,0.317929271
2616,2269,2187,16,71,Oneida,Oneida County,Idaho,ID,4277.004588,3105.269253,1.377337757,488.2597656,219.7794757,238.6839294,44.08403015,5.255595684,4.222568985,3.887371302,2.867209911,0.541879816,0.63083736
2617,2746,2746,13,317,Wilkes,Wilkes County,Georgia,GA,10411.08174,1216.001409,8.561734928,488.0493774,151.0014325,137.0277252,54.51296234,5.448983192,4.251469983,3.652821541,3.098278761,0.40920008,0.404034335
2618,2821,2752,51,1,Accomack,Accomack County,Virginia,VA,30497.5225,1163.708393,26.20718617,487.9298401,140.9241479,135.3718109,57.31305313,5.604441166,4.487310155,4.321032524,3.74022603,0.297313116,0.238291636
2619,2610,2383,55,91,Pepin,Pepin County,Wisconsin,WI,7510.066575,600.894494,12.4981451,487.8969421,170.5962335,201.5478363,41.04325485,5.56259203,4.197689256,3.830179214,3.165137291,0.400172796,0.40849453
2620,2233,1995,29,5,Atchison,Atchison County,Missouri,MO,5283.493181,1417.462632,3.727430313,486.7113037,225.9060631,276.5671387,44.1749382,5.206520081,4.259055834,4.153272152,2.872665405,0.48556728,0.56560742
2621,2814,2867,13,249,Schley,Schley County,Georgia,GA,5622.81938,432.2912,13.00701791,486.5819702,141.9364276,116.0758591,65.41816711,5.497838497,4.28197553,3.660471201,3.351340771,0.407558641,0.393780039
2622,1985,2001,31,89,Holt,Holt County,Nebraska,NE,9839.306092,6248.078943,1.574773011,486.1819763,273.5193604,275.5610352,62.07868195,5.130726814,4.172822968,3.955628633,2.809590101,0.498070948,0.59007368
2623,2072,1982,17,67,Hancock,Hancock County,Illinois,IL,19485.65636,2055.798692,9.478387373,485.9350891,256.4343481,279.2843628,65.3968277,5.4702425,4.578364984,4.369967461,3.370512009,0.384191013,0.432312145
2624,2643,2651,13,159,Jasper,Jasper County,Georgia,GA,15141.616,954.167633,15.86892646,485.4980774,166.3261982,153.388092,78.79103088,5.540384769,4.453212656,4.078262806,3.634210587,0.354861007,0.34246364
2625,2605,2576,21,55,Crittenden,Crittenden County,Kentucky,KY,9336.278785,932.300421,10.01423852,484.6056213,171.2309622,166.0949402,30.46731377,5.263311386,4.07963379,3.552574158,2.879324198,0.4053601,0.415201604
2626,2146,2049,16,7,Bear Lake,Bear Lake County,Idaho,ID,5745.457374,2527.123158,2.273516965,484.3520813,242.1999423,266.5604858,70.04502106,5.484581947,4.499632735,4.292300224,3.22530508,0.50582929,0.59585614
2627,2982,3053,13,231,Pike,Pike County,Georgia,GA,20856.6797,559.660466,37.26666607,484.1205139,113.185224,76.87469482,61.81148148,5.659047604,4.418566896,4.000318527,3.908874273,0.28428413,0.175575846
2628,2470,2428,55,11,Buffalo,Buffalo County,Wisconsin,WI,13331.6429,1750.289306,7.61682246,484.1190491,190.3115757,190.4707489,82.87332153,5.307186604,4.027575743,3.535139084,3.449781418,0.405331969,0.430972567
2629,2604,2933,13,197,Marion,Marion County,Georgia,GA,9542.203334,947.979449,10.06583354,484.0467834,171.3012288,101.9299393,43.21150589,5.401529312,4.168187403,3.387572527,2.931801319,0.401900607,0.413501471
2630,2694,2560,13,301,Warren,Warren County,Georgia,GA,5559.133405,736.483608,7.548210639,483.901947,158.3879419,167.6354675,30.5042057,5.319054127,4.045358463,3.72312355,2.800124645,0.443715099,0.461040431
2631,2412,2141,27,11,Big Stone,Big Stone County,Minnesota,MN,5018.238032,1292.861685,3.881496443,483.6203918,200.0308377,250.5102234,55.34293365,5.204350948,4.107165199,3.989571095,2.91497016,0.486641302,0.550239149
2632,2687,2644,13,147,Hart,Hart County,Georgia,GA,26263.02722,601.970613,43.62842082,483.5677795,159.5430525,154.8599396,99.63227844,5.605685234,4.483352658,4.362827778,4.187723637,0.262680797,0.20258793
2633,2920,2981,13,111,Fannin,Fannin County,Georgia,GA,25986.86196,1002.597261,25.91954214,482.8527832,122.5737686,92.30092621,57.08235168,5.476911545,4.373300934,4.019656181,3.808796883,0.303241845,0.224838976
2634,2684,2816,21,69,Fleming,Fleming County,Kentucky,KY,14465.25871,902.727568,16.02394701,482.4912415,160.2199586,125.406517,40.10272217,5.439815998,4.184360038,3.452878952,3.148880243,0.355423818,0.33832784
2635,2277,2131,20,139,Osage,Osage County,Kansas,KS,16043.73584,1827.253333,8.780247136,482.1459961,218.5789902,252.2756195,49.49549103,5.311859608,4.338734218,4.181521893,3.144025564,0.390239257,0.428015882
2636,3022,3048,54,7,Braxton,Braxton County,West Virginia,WV,14322.67997,1322.796519,10.8275761,482.1266785,106.3943137,77.34902954,21.88383102,4.64796114,3.699036129,3.234465837,2.767817497,0.381274156,0.317920674
2637,2737,2793,26,123,Newaygo,Newaygo County,Michigan,MI,48033.54149,2172.706351,22.10770059,481.6464844,152.5645131,129.8589478,57.94911194,5.444072723,4.32037031,3.960428238,3.610031128,0.294169662,0.251396372
2638,3077,3148,28,9,Benton,Benton County,Mississippi,MS,9050.894233,1053.131421,8.594268533,481.6238708,90.79984005,50.36074829,17.64915657,5.126971722,3.785115038,2.925749779,2.485230446,0.414220394,0.338753373
2639,3141,3133,28,77,Lawrence,Lawrence County,Mississippi,MS,12516.88081,1115.254017,11.22334519,481.2789917,75.79287473,54.13318253,20.88419533,4.813251495,3.604497061,3.039041042,2.694826841,0.382891942,0.272203581
2640,2422,2631,47,33,Crockett,Crockett County,Tennessee,TN,14418.1435,687.714853,20.96529315,481.138855,197.6239337,157.6872559,47.86418152,5.416376591,4.452866666,4.071246624,3.467456579,0.33632668,0.343390327
2641,2014,2037,31,139,Pierce,Pierce County,Nebraska,NE,6941.079632,1484.707285,4.675049218,480.6410217,266.5780401,268.9618835,42.97731781,5.180574894,4.177478904,3.952318668,2.803714991,0.459959024,0.553668676
2642,2249,2558,39,19,Carroll,Carroll County,Ohio,OH,28972.61204,1022.031301,28.34806724,480.5978394,222.5215906,168.1867523,54.99895859,5.452061653,4.498731158,4.081078529,3.658163071,0.295023,0.297344857
2643,2062,1909,40,33,Cotton,Cotton County,Oklahoma,OK,5930.163279,1638.512879,3.619235073,480.4121704,257.8999741,295.8099365,73.2151413,5.160079002,4.3001496,4.222402573,3.172315598,0.480340596,0.576407966
2644,3107,3183,51,7,Amelia,Amelia County,Virginia,VA,13375.43358,920.379346,14.53252253,480.2527161,83.50003794,36.71966553,21.20378685,5.226590633,3.861198828,3.091192961,2.854625225,0.365359574,0.256192361
2645,2760,2733,46,33,Custer,Custer County,South Dakota,SD,8671.059095,4032.473656,2.150307686,479.0898743,149.27712,138.9773254,40.69499588,5.302091122,3.997719588,3.172144413,2.51996994,0.488419049,0.510735294
2646,2368,2244,18,15,Carroll,Carroll County,Indiana,IN,19850.83682,964.057405,20.59092821,478.5534973,206.4277979,228.1197052,50.72772217,5.456951141,4.39301713,4.213766098,3.499680281,0.325836334,0.335475113
2647,2801,2825,23,29,Washington,Washington County,Maine,ME,32687.26346,6637.431507,4.924685614,478.4845581,143.1692005,124.1768265,86.0486908,5.437736034,4.184084785,3.489557981,3.282991409,0.39727654,0.382907135
2648,2083,1941,20,117,Marshall,Marshall County,Kansas,KS,9645.277479,2331.441883,4.137043925,478.3511963,253.4149182,287.8525391,65.14048004,5.123095512,4.196864014,4.135589123,2.971405745,0.451587973,0.530683274
2649,2096,1896,29,33,Carroll,Carroll County,Missouri,MO,8903.257622,1799.061892,4.948833424,478.2553101,251.3780077,298.7561035,52.0656662,5.157011509,4.199683883,4.029822826,2.946302176,0.446919171,0.524055386
2650,2804,2932,21,23,Bracken,Bracken County,Kentucky,KY,8509.199007,525.033515,16.20696349,478.2427979,143.0438616,102.8029175,28.99045372,5.527713776,4.239046772,3.414539337,3.064065456,0.373907751,0.347684759
2651,2463,2029,38,103,Wells,Wells County,North Dakota,ND,3770.988028,3290.664846,1.145965391,478.1203613,191.5152584,269.9379578,54.35668564,4.768579006,3.673739638,3.688580513,2.389526129,0.554679227,0.632030879
2652,2531,2764,54,87,Roane,Roane County,West Virginia,WV,14608.44153,1252.422373,11.66414929,478.1074219,181.2685817,133.32341,46.3012886,4.753777504,3.87333045,3.25469923,2.940578222,0.375444915,0.384624051
2653,2443,2490,26,157,Tuscola,Tuscola County,Michigan,MI,54023.67774,2084.165734,25.92100851,478.0232849,195.1176886,179.6859283,65.6524353,5.525521755,4.397810351,4.090417385,3.699258566,0.280244868,0.264134571
2654,2339,2292,48,193,Hamilton,Hamilton County,Texas,TX,8635.787811,2165.008734,3.988800449,477.3987427,210.4806352,219.4575348,49.08385849,5.208295822,4.234770564,3.763868809,2.850629568,0.458565454,0.516381553
2655,2844,2887,48,419,Shelby,Shelby County,Texas,TX,25542.24921,2060.566172,12.39574324,477.3062744,138.095851,112.5694656,47.45732498,5.349363804,4.146870233,3.543165207,3.183310032,0.35180207,0.315905945
2656,2504,2488,1,43,Cullman,Cullman County,Alabama,AL,81139.39918,1902.970816,42.63827826,477.282196,185.3603581,179.9026947,103.5597839,5.646790981,4.613316967,4.356133461,4.128333092,0.234014788,0.194612108
2657,2942,2948,28,153,Wayne,Wayne County,Mississippi,MS,20515.54996,2099.745598,9.77049314,477.2063599,120.2705936,99.9080658,51.64350891,4.953290462,3.837554762,3.354649067,2.991879463,0.374426928,0.328172267
2658,2556,2400,31,143,Polk,Polk County,Nebraska,NE,5134.509927,1135.309851,4.522562649,476.6104431,178.3203345,198.0009766,34.64154816,5.18091011,3.928552241,3.764392853,2.720224142,0.472552379,0.522342559
2659,2539,2421,22,107,Tensas,Tensas Parish,Louisiana,LA,4686.314368,1561.204507,3.001729976,476.5045776,179.9881333,191.7678833,27.23119736,5.149675846,4.100670742,3.92694664,2.574702501,0.501478994,0.556722916
2660,2777,2892,1,21,Chilton,Chilton County,Alabama,AL,45250.59294,1794.477075,25.21659016,476.4357605,146.8568204,110.3950272,67.85503387,5.653573036,4.490847346,4.024587154,3.785292149,0.286064174,0.235163602
2661,2207,1959,20,23,Cheyenne,Cheyenne County,Kansas,KS,2505.781295,2641.501921,0.948619903,476.3092346,231.0792076,282.9555664,42.87126541,4.91484499,4.025772078,3.851941109,2.465063095,0.583887299,0.697478846
2662,2734,2602,20,87,Jefferson,Jefferson County,Kansas,KS,19014.3677,1379.350886,13.78501141,476.2723389,152.9018831,161.6940308,35.03700256,5.441581249,4.136971174,3.854281664,3.157273769,0.352830798,0.33283884
2663,2941,3056,50,17,Orange,Orange County,Vermont,VT,29172.83272,1779.395566,16.39479904,475.9985046,120.3352914,75.27079773,31.51984596,5.283329964,4.073588053,3.406559229,3.132219791,0.329074655,0.266342873
2664,2438,2514,48,343,Morris,Morris County,Texas,TX,12711.36887,652.649031,19.47657663,475.7118835,195.6571512,175.6845856,64.18321228,5.610842228,4.59278392,4.260047913,3.689289331,0.344773731,0.355984769
2665,2875,2998,51,143,Pittsylvania,Pittsylvania County,Virginia,VA,64319.71642,2509.705662,25.62839037,475.5306702,133.2779619,88.83586121,83.60202026,5.471337795,4.332401831,3.863187313,3.862086058,0.276274264,0.210622489
2666,2301,2038,48,417,Shackelford,Shackelford County,Texas,TX,3360.244823,2367.989254,1.419028746,475.3291321,215.5858256,268.782196,40.51434326,5.504072666,4.547060067,4.461128235,2.989405632,0.550874997,0.646527417
2667,2603,2552,26,35,Clare,Clare County,Michigan,MI,30665.22045,1461.700232,20.97914455,475.0843201,171.4399298,169.4967804,54.29524231,5.514084339,4.440633599,4.15518713,3.507567644,0.311098587,0.288266998
2668,2209,2076,55,29,Door,Door County,Wisconsin,WI,27434.57418,1248.277426,21.97794626,474.4096069,230.3924329,261.3664246,85.22488403,5.385205746,4.326944704,4.175699711,3.715295315,0.310294756,0.32957964
2669,2058,2090,48,337,Montague,Montague County,Texas,TX,19815.55563,2411.034607,8.218693987,473.9595337,259.0177183,259.0971069,86.86174774,5.431076527,4.521156697,4.164821148,3.484983206,0.383887608,0.443062249
2670,2306,2167,48,299,Llano,Llano County,Texas,TX,20635.04947,2419.185654,8.529750262,473.6937866,215.0395606,243.6107941,78.64060974,5.609834671,4.801311908,4.797851086,3.890544891,0.381702289,0.414219584
2671,2645,2692,21,157,Marshall,Marshall County,Kentucky,KY,31801.94279,782.708021,40.63065912,473.557251,165.6900699,147.456192,81.59819794,5.6912117,4.609257312,4.330574036,4.020344257,0.260255306,0.210963042
2672,2628,2410,41,23,Grant,Grant County,Oregon,OR,7135.356927,11726.9259,0.608459283,473.1484375,168.0552018,195.1440582,30.4899826,5.145034313,4.018597358,3.747214317,2.375341415,0.54814549,0.599928715
2673,2803,2843,24,23,Garrett,Garrett County,Maryland,MD,29310.54709,1681.102437,17.43531295,472.9994202,143.0547203,120.667717,54.18293762,5.413623333,4.244897249,3.767418385,3.369046211,0.321329829,0.283381106
2674,2486,2334,18,149,Starke,Starke County,Indiana,IN,22982.80818,800.67981,28.70411854,472.6739197,188.46216,210.4061584,55.85311127,5.519421101,4.522374417,4.368087292,3.737884998,0.296153138,0.281484941
2675,2649,2931,13,145,Harris,Harris County,Georgia,GA,36591.96345,1201.300628,30.46028829,472.3810425,165.2232893,102.9786987,55.84402084,5.680536747,4.679944905,4.162935257,3.782210112,0.27715991,0.238448151
2676,2399,2487,38,75,Renville,Renville County,North Dakota,ND,2374.327713,2272.103544,1.044990982,471.2756958,201.8460514,180.0610352,24.65034676,4.711173534,3.563942475,3.456343889,1.967859983,0.582004337,0.681053678
2677,2144,2026,17,191,Wayne,Wayne County,Illinois,IL,16319.20507,1848.810372,8.826867981,470.3675842,242.3471439,270.7023926,76.77217865,5.224653244,4.206054134,3.934077501,3.238597155,0.385739212,0.440366903
2678,2241,2036,31,49,Deuel,Deuel County,Nebraska,NE,1860.118602,1139.209085,1.632815808,470.3062439,224.0629911,269.0523071,32.68823242,5.08073473,4.117370155,4.071324825,2.510165691,0.577668949,0.69928369
2679,2516,2545,47,71,Hardin,Hardin County,Tennessee,TN,25797.52671,1495.273054,17.25271959,470.0295105,183.313999,170.4772949,103.4672775,5.384221077,4.41644795,4.093891621,3.714808702,0.327081689,0.323284543
2680,2739,2750,28,13,Calhoun,Calhoun County,Mississippi,MS,14843.15851,1519.218284,9.770260575,469.4822388,151.9915523,136.1196747,44.76926804,5.347134113,4.213604219,3.644729137,3.060240746,0.383963098,0.374624637
2681,2380,2168,5,147,Woodruff,Woodruff County,Arkansas,AR,6587.293864,1519.769776,4.334402465,468.8966064,205.2180591,243.0527954,49.09453964,5.450432301,4.490286648,4.254917622,3.096441984,0.464396574,0.526525246
2682,2419,2140,31,125,Nance,Nance County,Nebraska,NE,3552.963263,1143.733235,3.106461502,468.7614746,198.5560594,250.9329681,48.57289505,5.272603989,4.20596562,4.023848534,2.890385151,0.511417562,0.590394194
