name,threelett,area,pop,pwpd,pwlogpd,popdens,gamma
Gabon,GAB,267670.0,1741236.0,41.07787322998047,2.9260683059692383,6.5051593379908095,0.0
France,FRA,549086.9921875,58270884.0,355.81317138671875,5.195592403411865,106.12322788390131,0.0
France,SPM,0.0,0.0,0.0,0.0,0.0,0.0
France,WLF,0.0,0.0,0.0,0.0,0.0,0.0
France,MAF,54.4,0.0,0.0,0.0,0.0,0.0
France,BLM,0.0,0.0,0.0,0.0,0.0,0.0
France,PYF,4000.0,208963.53125,174.57090759277344,5.162330627441406,52.2408828125,0.0
France,NCL,18580.0,42764.43359375,4.224099636077881,1.438962459564209,2.301637975982239,0.0
France,ATF,0.0,0.0,0.0,0.0,0.0,0.0
Finland,ALD,0.0,0.0,0.0,0.0,0.0,0.0
Finland,FIN,338446.015625,5021285.5,80.246337890625,3.7714951038360596,14.836296685979047,0.0
Fiji,FJI,18270.0,103173.609375,24.665449142456055,3.2054035663604736,5.647159790640394,0.0
Ethiopia,ETH,1104300.0,98350928.0,196.8379364013672,5.000393390655518,89.06178393552477,0.0
Estonia,EST,45340.0,541690.8125,19.738609313964844,2.9149489402770996,11.947305083811203,0.0
Eritrea,ERI,117600.0,5988709.0,70.8491439819336,4.059540271759033,50.9243962585034,0.0
Equatorial Guinea,GNQ,28050.0,211893.671875,17.105270385742188,2.8393867015838623,7.5541415998217465,0.0
El Salvador,SLV,21040.0,1718345.5,183.62132263183594,5.2128753662109375,81.67041349809885,0.0
Egypt,EGY,1001450.0,72672528.0,1400.9736328125,6.677041053771973,72.56730540715962,0.0
Ecuador,ECU,256370.0,15782488.0,154.30503845214844,4.7564520835876465,61.561368334828565,0.0
Dominican Republic,DOM,48670.0,11058870.0,340.2622985839844,5.649409294128418,227.22149167865214,0.0
Dominica,DMA,750.0,0.0,0.0,0.0,0.0,0.0
Djibouti,DJI,23200.0,379861.84375,33.67332077026367,3.5167057514190674,16.373355334051723,0.0
Denmark,GRL,410450.0,20717.7734375,1.3744969367980957,-0.07309888303279877,0.050475754507248144,0.0
Denmark,FRO,1396.00006103516,0.0,0.0,0.0,0.0,0.0
Denmark,DNK,42920.0,3056940.5,111.08466339111328,4.648121356964111,71.22414958061509,0.0
Czechia,CZE,78870.0,11026474.0,188.1880340576172,5.1384453773498535,139.8056802332953,0.0
Northern Cyprus,CYN,0.0,0.0,0.0,0.0,0.0,0.0
Cyprus,CYP,9250.0,0.0,0.0,0.0,0.0,0.0
Cuba,CUB,109880.0,6362995.5,94.41707611083984,4.500175952911377,57.90858663997088,0.0
Croatia,HRV,56590.0,4366411.5,84.2339096069336,4.380542278289795,77.15871178653472,0.0
Ivory Coast,CIV,322460.0,22179664.0,146.2014617919922,4.61527156829834,68.78268312348818,0.0
Costa Rica,CRI,51100.0,2771119.0,73.78778839111328,4.2447919845581055,54.229334637964776,0.0
Democratic Republic of the Congo,COD,2344860.0,79503568.0,147.3669891357422,4.246765613555908,33.90546471857595,0.0
Republic of the Congo,COG,342000.0,3170444.0,13.06450366973877,2.3538835048675537,9.270304093567251,0.0
Comoros,COM,1861.0000610351601,0.0,0.0,0.0,0.0,0.0
Colombia,COL,1141748.984375,46614756.0,258.6960144042969,4.977939605712891,40.82749942231583,0.0
China,CHN,9562911.25,1295859072.0,607.7233276367188,5.99907112121582,135.50884643000322,0.0
China,MAC,30.399999618530302,0.0,0.0,0.0,0.0,0.0
China,HKG,1105.99998474121,0.0,0.0,0.0,0.0,0.0
Chile,CHL,756096.015625,15700800.0,349.9792785644531,4.946768760681152,20.765616635370694,0.0
Chad,TCD,1284000.0,13651538.0,38.921058654785156,3.2814810276031494,10.632038940809968,0.0
Central African Republic,CAF,622980.0,5278134.0,32.69746017456055,2.8730921745300293,8.472397187710682,0.0
Cabo Verde,CPV,4030.0,0.0,0.0,0.0,0.0,0.0
Canada,CAN,9984670.0,34893156.0,351.1927795410156,4.754591464996338,3.49467293360722,0.0
Cameroon,CMR,475440.0,20782372.0,141.2271270751953,4.518863201141357,43.71187110886758,0.0
Cambodia,KHM,181040.0,16596596.0,176.44384765625,4.914496421813965,91.67364118426867,0.0
Myanmar,MMR,676590.0,44447564.0,126.65525817871094,4.609317302703857,65.69349827813004,0.0
Burundi,BDI,27830.0,7440612.0,393.22991943359375,5.889432907104492,267.3593963348904,0.0
Burkina Faso,BFA,274220.0,17946196.0,116.76363372802734,4.452881336212158,65.44451899934359,0.0
Bulgaria,BGR,111000.0,7379725.0,90.22935485839844,4.339529514312744,66.48400900900901,0.0
Brunei,BRN,5770.0,651927.3125,71.06131744384766,4.263543128967285,112.98566941074523,0.0
Brazil,BRA,8515770.0,188349952.0,439.00433349609375,4.754465103149414,22.117782889861985,0.0
Botswana,BWA,581730.0,2811994.5,22.221216201782227,2.5052883625030518,4.833848176989325,0.0
Bosnia and Herzegovina,BIH,51210.0,3231647.75,82.27311706542969,4.360287189483643,63.105794766647136,0.0
Bolivia,BOL,1098580.0,10844521.0,65.57328033447266,3.51933217048645,9.871398532651241,0.0
Bhutan,BTN,38393.9990234375,571702.25,20.12978172302246,2.9447457790374756,14.890406431770916,0.0
Benin,BEN,114760.0,10394620.0,309.9241943359375,5.16801118850708,90.57703032415476,0.0
Belize,BLZ,22970.0,257360.71875,18.418113708496094,2.8804080486297607,11.204210655202438,0.0
Belgium,BEL,30530.0,9563229.0,426.74456787109375,6.032240390777588,313.24038650507697,0.0
Belarus,BLR,207600.0,9320364.0,108.98372650146484,4.176473617553711,44.89578034682081,0.0
Barbados,BRB,430.0,0.0,0.0,0.0,0.0,0.0
Bangladesh,BGD,147630.0,149055360.0,1543.4171142578125,7.192612648010254,1009.654948181264,0.0
Bahrain,BHR,778.000030517578,0.0,0.0,0.0,0.0,0.0
The Bahamas,BHS,13880.0,0.0,0.0,0.0,0.0,0.0
Azerbaijan,AZE,86600.0,8621413.0,194.89202880859375,4.890478134155273,99.55442263279446,0.0
Austria,AUT,83879.00390625,11050398.0,154.91127014160156,4.866713047027588,131.74212240706655,0.0
Australia,AUS,7741220.0,17010082.0,147.0732879638672,4.131045341491699,2.1973386623813815,0.0
Australia,IOA,0.0,0.0,0.0,0.0,0.0,0.0
Australia,HMD,0.0,0.0,0.0,0.0,0.0,0.0
Australia,NFK,0.0,0.0,0.0,0.0,0.0,0.0
Australia,ATC,0.0,0.0,0.0,0.0,0.0,0.0
Armenia,ARM,29740.0,2074594.375,220.76893615722656,5.397116661071777,69.75771267652992,0.0
Argentina,ARG,2780400.0,43143496.0,724.8750610351562,4.751484394073486,15.51701050208603,0.0
Antigua and Barbuda,ATG,440.0,0.0,0.0,0.0,0.0,0.0
Angola,AGO,1246700.0,25318946.0,193.89036560058594,4.143292427062988,20.30877195796904,0.0
Andorra,AND,470.0,242469.609375,26.58456802368164,3.2803308963775635,515.8927859042553,0.0
Algeria,DZA,2381740.0,38303276.0,262.3432922363281,5.0371198654174805,16.08205597588318,0.0
Albania,ALB,28750.0,2304723.0,209.32704162597656,5.136312007904053,80.16427826086957,0.0
Afghanistan,AFG,652860.0,32663964.0,167.58599853515625,4.56552791595459,50.0321110192078,0.0
Kashmir,KAS,0.0,0.0,0.0,0.0,0.0,0.0
Antarctica,ATA,0.0,0.0,0.0,0.0,0.0,0.0
Netherlands,SXM,34.0,0.0,0.0,0.0,0.0,0.0
