hr_uid,region,area,province,province_abb,pop,pwpd,pwlogpd,popdens,gamma
3549,Northwestern Health Unit,204607.29808329933,Ontario,ON,69071.765625,1080.921142578125,6.174527645111084,0.3375821208336353,0.5380495037625708
3551,City of Ottawa Health Unit,2892.07290883437,Ontario,ON,967505.8125,5482.75146484375,8.178810119628906,334.53714446291275,0.26033625239663905
3553,Peel Regional Health Unit,1264.198166590034,Ontario,ON,1452108.875,8117.6455078125,8.629842758178711,1148.6402317105271,0.1972268923261142
3555,Peterborough CountyCity Health Unit,4212.72198946348,Ontario,ON,139767.84375,1953.27197265625,6.995932579040527,33.177561704659375,0.3665426456684588
3556,Porcupine Health Unit,279905.5877951082,Ontario,ON,81447.6875,2126.96533203125,7.086648941040039,0.29098271364135814,0.5809377383271107
3557,Renfrew County and District Health Unit,16466.44235752822,Ontario,ON,108272.3671875,1270.767578125,6.518235683441162,6.575334540189821,0.42174257982744584
3558,The Eastern Ontario Health Unit,5309.973811429674,Ontario,ON,179621.578125,1435.6849365234375,6.567690849304199,33.8272060284678,0.33023389300607575
3560,Simcoe Muskoka District Health Unit,9805.351488011287,Ontario,ON,517672.03125,2209.349853515625,7.077596664428711,52.79484696524569,0.31212531751277056
3561,Sudbury and District Health Unit,51142.87476189336,Ontario,ON,199750.96875,1751.0087890625,6.959420680999756,3.9057438534690028,0.44844024582431485
3562,Thunder Bay District Health Unit,249930.5098127689,Ontario,ON,146974.109375,2030.26904296875,7.1000075340271,0.5880598950688457,0.5359231294092356
3563,Timiskaming Health Unit,15604.119691276166,Ontario,ON,33640.26171875,1170.8555908203125,6.346732139587402,2.155857708368986,0.5067076700276493
3565,Waterloo Health Unit,1385.336587072551,Ontario,ON,544119.3125,3947.83154296875,7.949333667755127,392.7704772814927,0.23062465538240295
3566,Wellington-Dufferin-Guelph Health Unit,4197.168831453352,Ontario,ON,280513.125,2524.551025390625,7.220424652099609,66.83389119299898,0.32673760134547497
3568,Windsor-Essex County Health Unit,1862.0806396352975,Ontario,ON,333846.25,2497.244873046875,7.374954700469971,179.28667689997908,0.25567339339796696
3570,York Regional Health Unit,2097.5532681113714,Ontario,ON,1187996.75,4999.56201171875,8.168575286865234,566.3726247437176,0.2089847133221806
3575,Southwestern Health Unit,3974.3471950320995,Ontario,ON,201947.78125,1896.939208984375,6.833972930908203,50.812818140909535,0.3272858423904424
3595,City of Toronto Health Unit,646.158849621166,Ontario,ON,2771683.75,12289.388671875,9.0236234664917,4289.477350074211,0.11386986148614774
1100,Prince Edward Island,5796.547588832455,PEI,PE,131290.0,1121.1583251953125,6.256494522094727,22.649688972267114,0.34115280110570745
2400,Entire Province,1505658.1020267773,Quebec,QC,7894715.0,4522.07177734375,7.716257095336914,5.243365003896215,0.39769551716097634
2401,Region du Bas-Saint-Laurent,22718.42543783075,Quebec,QC,198886.453125,1445.484375,6.607699871063232,8.754411861387808,0.39884671684507395
2402,Region du SaguenayLac-Saint-Jean,105933.35979378788,Quebec,QC,279687.6875,1759.00244140625,6.988959312438965,2.640222948129333,0.45329212597491825
2403,Region de la Capitale-Nationale,19422.482163810255,Quebec,QC,690771.1875,4247.8154296875,7.871481895446777,35.5655462403826,0.3781820139483114
